Comment	Sentiment
"I had lost 100#'s and had underarm flaps that were about 4"" long, plus my stomach had loose skin.  He did an amazing job on my stomach it looks perfect.  Dr. Johnson made a new hole in my skin and stitched the skin over the belly button.  Looks perfect!  I have had 2 months and the swelling and thickness of my stomach are almost normal. Hooray!!!  The biggest problem is having patience.

Sharon Scott
"	1
Dr. Rock is an amazing surgeon. He’s very personal able and his sense of humor is most welcome when facing surgery. He has don’e two surgeries on me and I will seek him out if I ever need a future one. 	2
I went to Dr.Rock after a biopsy came back benign but atypical ductal.  He ultrasounded the area that was biopsied and that lump was gone but I mentioned that I had another lump.  He said it was either a sweat gland or lymph node which are both normal objects in a persons body and that he would not biopsy it.  So I asked him well who would and he said no one.  I’m going elsewhere, he’s incorrect.  This site notes in his procedures that he does biopsy lymph nodes.  	0
Dr. Rock did not go the extra step to biopsy a lump that was there for two years. Had he just biosped, we would have found the breast cancer earlier. Instead recommended I come back in a year.  Now more extensive cancer treatments are needed once a biopsy was done. Would have been a lot easier if with an earlier diagnosis.  Also, front office was very rude when trying to make an appt.  Told me I could have an appt 1.5 months later. Thankfully, went to a different doctor and now in treatment. 	0
I'm leaving a review for the care I saw my mom got. Sheis amazing. From the time she was diagnosed,  other tests and surgery was done within 3 weeks. After the surgery she was always checking in on her before she was discharged.  She is caring, patient and that is all you need sometimes. 	2
Simply put, she saved my life. We@ beat breadt cancer 7 years ago.	2
Was referred by several Doctors to Dr.Chen when I was diagnosed with IDC  was a very stressful time ,needed much advice and information! Dr. Chen took the time to explain and explore different options that I had ! She also put me in touch with my plastic surgeon Dr. Jonathan Bank ! It’s almost six months after my double mysectomy with DIEP Flap surgery the cancer was removed and it had not spread! I’m still recovering and can’t say enough about the devotion to her patients,she made it doable!	2
LOVE LOVE LOVE Dr.Chen. She's amazing! I've been her patient since I was 17 years old (now 23) and she never disappoints. She truly cares about her patients and after a procedure she will contact you in any way she can to see if you're feeling OK. She is one of few doctors I can say that I fully have trust, comfort and confidence in! 	2
A great surgeon who has the experience, knowledge, responsiveness (always gets back to you) and compassion and empathy...hard to find all in one but Dr. Chen has it all.  I wouldn't hesitate in seeing Dr, Chen.  Also, she explains things impeccably well and will support you all the way! I had a lumpectomy with Dr, Chen in May, 2016	2
All I can say, she's the best.	2
Recently had surgery done by Dr. Gefen.  I wish I could give him 50 stars!!  No complications, minimal scarring and wonderful bedside manner.  I can't say enough good things about him and his professionalism.	2
I had severe Cholecystitis and needed my gallbladder removed. I had one surgeon actually tell me that i needed to wait a week to have it removed and that i would be fine with meds until then. I was not fine.  I went to the ER at Lankenau and was admitted.  Dr Gefen removed my gallbladder and the next day i was almost back to normal.  I felt like a new woman and healed with no scarring .  Thank you for givnig me back my quality of like.	2
I'm 47 yrs old. This was my first time having surgery. I was very nervous about  the procedure and being put under anesthesia. But Dr Gefen made me feel at ease. He even told me to give him a call the day before the operation if I was still nervous. The morning of the procedure I arrived at the hospital Dr Gefen and his staff greeted me and made me feel very comfortable. He reassured me everything was going to be fine. The operation was a success. Dr Gefen is skilled and he cares so much.	2
